project_id,project_name,cert_year,queue_rank,disposition_id,disposition_name,recommendation_status,borough_president_recommendation,borough_board_recommendation,community_board_recommendation,docket_description,api_url,project_page_url
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,24067cb2-fab0-ec11-983f-001dd804d8b9,2021Q0106 - ZS - QN BP,Submitted,Conditional Unfavorable,,,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter, for the grant of a special permit pursuant to Section 74-744(c) of the Zoning Resolution, and subject to the provisions of paragraphs (a)(1), (a)(2) or (a)(3) of Section 74-743 (Special provisions for bulk modification), to modify the signage regulations of Section 32-60 (Sign Regulations) and Section 123-40 (Sign Regulations), in connection with a proposed mixed-use development, within a Large-Scale General Development generally bounded by 35th Avenue, Steinway Street, a line 100 feet southwesterly of 35th Avenue, a line midway between Steinway Street and 41st Street, 35th Avenue, a line 90 feet southeasterly of 42nd Street, a line 100 feet southwesterly of 35th Avenue, 43rd Street, Northern Boulevard, 42nd Street, a line 295 feet southwesterly of 35th Avenue, a line midway between 41st Street and 42nd Street, 36th Avenue, 41st Street, a line 150 feet northeasterly of 36th Avenue, a line midway between Steinway Street and 41st Street, a line 288 feet northeasterly of 36th Avenue, Steinway Street, a line 175 feet northeasterly of 36th Avenue, 38th Street, 36th Avenue, and 37th Street (Block 641, Lots 1, 4, 9, 51, 52 and 56; Block 668, Lot 5; Block 669, Lots 13, 16, and 36; Block 670, Lots 4, 8, 20, 27, 30, and 47; and Block 671, Lot 1, 8, 12, 20 and 23), in M1-4/R7-3*, M1-4/R7X*, M1-4/R9* and M1-5/R9-1* Districts, within a Special Mixed Use District (MX-24), Borough of Queens, Community District 1. *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,31067cb2-fab0-ec11-983f-001dd804d8b9,2021Q0106 - ZS - QN BP,Submitted,Conditional Unfavorable,,,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-745(b)** of the Zoning Resolution to allow a reduction of loading berth requirements of Sections 44-52 (Required Accessory Off-Street Loading Berths) and 123-70 (Parking and Loading), within a Large-Scale General Development generally bounded by 35th Avenue, Steinway Street, a line 100 feet southwesterly of 35th Avenue, a line midway between Steinway Street and 41st Street, 35th Avenue, a line 90 feet southeasterly of 42nd Street, a line 100 feet southwesterly of 35th Avenue, 43rd Street, Northern Boulevard, 42nd Street, a line 295 feet southwesterly of 35th Avenue, a line midway between 41st Street and 42nd Street, 36th Avenue, 41st Street, a line 150 feet northeasterly of 36th Avenue, a line midway between Steinway Street and 41st Street, a line 288 feet northeasterly of 36th Avenue, Steinway Street, a line 175 feet northeasterly of 36th Avenue, 38th Street, 36th Avenue, and 37th Street (Block 641, Lots 1, 4, 9, 51, 52 and 56; Block 668, Lot 5; Block 669, Lots 13, 16, and 36; Block 670, Lots 4, 8, 20, 27, 30, and 47; and Block 671, Lot 1, 8, 12, 20 and 23), in M1-4/R7-3*, M1-4/R7X*, M1-4/R9* and M1-5/R9-1* Districts, within a Special Mixed Use District (MX-24), Borough of Queens, Community 1. *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). ** Note: Section 74-745(b) is proposed to be changed under a concurrent related application for a Zoning Text Change (N 220367 ZRQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,9fa34ca8-fab0-ec11-983f-001dd804db0f,2021Q0106 - ZS - QN CB1,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-922 of the Zoning Resolution to allow certain large retail establishments (Use Group 6 and/or Use Group 10A uses) with no limitation on floor area per establishment, in connection with a proposed mixed-use development, on property bounded by 35th Avenue, 38th Street, 36th Avenue, and 37th Street (Block 641, Lots 1, 4, 9, 51, 52 and 56), in M1-4/R7-3* and M1-4/R9* Districts, within a Special Mixed Use District* (MX-24), Borough of Queens, Community District 1. *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,34a44ca8-fab0-ec11-983f-001dd804db0f,2021Q0106 - ZS - QN CB1,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-922 of the Zoning Resolution to allow certain large retail establishments (Use Group 6 and/or Use Group 10A uses) with no limitation on floor area per establishment, in connection with a proposed mixed-use development, on property bounded by 35th Avenue, Steinway Street, a line 180 feet northeasterly of 36th Avenue, and 38th Street (Block 668, Lot 5), in M1-4/R7-3* and M1-4/R9* Districts, within a Special Mixed Use District* (MX-24), Borough of Queens, Community District 1. *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,81a44ca8-fab0-ec11-983f-001dd804db0f,2021Q0106 - ZS - QN CB1,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-922 of the Zoning Resolution to allow certain large retail establishments (Use Group 6 and/or Use Group 10A uses) with no limitation on floor area per establishment, in connection with a proposed mixed-use development, on property generally bounded by 35th Avenue, 41st Street, a line 150 feet northeasterly of 36th Avenue, a line midway between Steinway Street and 41st Street, a line 290 feet northeasterly of 36th Avenue, Steinway Street, a line 100 feet southwesterly of 35th Avenue, and a line midway between Steinway Street and 41st Street (Block 669, Lot 13, 16 & 36), in M1-4/R7-3* and M1-4/R9* Districts, within a Special Mixed Use District* (MX-24), Borough of Queens, Community District 1. *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,c4a44ca8-fab0-ec11-983f-001dd804db0f,2021Q0106 - ZS - QN CB1,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-922 of the Zoning Resolution to allow certain large retail establishments (Use Group 6 and/or Use Group 10A uses) with no limitation on floor area per establishment, in connection with a proposed mixed-use development, on property generally bounded by 35th Avenue, 42nd Street, a line 295 feet southwesterly of 35th Avenue, a line midway between 41st Street and 42nd Street, 36th Avenue, and 41st Street (Block 670, Lots 4, 8, 20, 27, 30 & 47), in M1-4/R7-3*, M1-4/R7X* and M1-5/R9-1* Districts, within a Special Mixed Use District* (MX-24), Borough of Queens, Community District 1. *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/21Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,fea44ca8-fab0-ec11-983f-001dd804db0f,2021Q0106 - ZS - QN CB1,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-922 of the Zoning Resolution to allow certain large retail establishments (Use Group 6 and/or Use Group 10A uses) with no limitation on floor area per establishment, in connection with a proposed mixed-use development, on property generally bounded by 35th Avenue, a line 90 feet southeasterly of 42nd Street, a line 100 feet southwesterly of 35th Avenue, 43rd Street, Northern Boulevard, and 42nd Street (Block 671, Lots 1, 8, 12, 20 & 23), in M1-4/R7X* and M1-5/R9-1* Districts, within a Special Mixed Use District* (MX-24), Borough of Queens, Community District 1. *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/21Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,75a54ca8-fab0-ec11-983f-001dd804db0f,2021Q0106 - ZS - QN CB1,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-745(a) of the Zoning Resolution to allow required or permitted accessory off-street parking spaces to be located anywhere within a large-scale general development without regard for zoning lot lines, in connection with a proposed mixed-use development, within a Large-Scale General Development generally bounded by 35th Avenue, Steinway Street, a line 100 feet southwesterly of 35th Avenue, a line midway between Steinway Street and 41st Street, 35th Avenue, a line 90 feet southeasterly of 42nd Street, a line 100 feet southwesterly of 35th Avenue, 43rd Street, Northern Boulevard, 42nd Street, a line 295 feet southwesterly of 35th Avenue, a line midway between 41st Street and 42nd Street, 36th Avenue, 41st Street, a line 150 feet northeasterly of 36th Avenue, a line midway between Steinway Street and 41st Street, a line 288 feet northeasterly of 36th Avenue, Steinway Street, a line 175 feet northeasterly of 36th Avenue, 38th Street, 36th Avenue, and 37th Street (Block 641, Lots 1, 4, 9, 51, 52 and 56; Block 668, Lot5; Block 669, Lots 13, 16, and 36; Block 670, Lots 4, 8, 20, 27, 30, and 47; and Block 671, Lots 1, 8, 12, 20 and 23), in M1-4/R7-3*, M1-4/R7X*, M1-4/R9* and M1-5/R9-1* Districts, within a Special Mixed Use District (MX-24), Borough of Queens, Community District 1. * Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,d3a54ca8-fab0-ec11-983f-001dd804db0f,2021Q0106 - ZS - QN CB1,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of special permits pursuant to the following Sections of the Zoning Resolution: 1. Section 74-74(a)(1) - to allow the distribution of total allowable floor area without regard for the zoning lot lines or district boundaries; and 2. Section 74-743(a)(2) - to modify the rear yard regulations of Sections 23-40 (Yard Regulations), 43-40 (Yard Regulations) and 123-65 (Special Yard Regulations), the height and setback requirements of Sections 23-66 (Height and Setback Requirements for Quality Housing Buildings) and 123-66 (Height and Setback Regulations), and the minimum distance between buildings regulations of Section 23-711 (Standard Minimum Distance Between Buildings); in connection with a proposed mixed-use development, within a Large-Scale General Development generally bounded by 35th Avenue, Steinway Street, a line 100 feet southwesterly of 35th Avenue, a line midway between Steinway Street and 41st Street, 35th Avenue, a line 90 feet southeasterly of 42nd Street, a line 100 feet southwesterly of 35th Avenue, 43rd Street, Northern Boulevard, 42nd Street, a line 295 feet southwesterly of 35th Avenue, a line midway between 41st Street and 42nd Street, 36th Avenue, 41st Street, a line 150 feet northeasterly of 36th Avenue, a line midway between Steinway Street and 41st Street, a line 288 feet northeasterly of 36th Avenue, Steinway Street, a line 175 feet northeasterly of 36th Avenue, 38th Street, 36th Avenue, and 37th Street (Block 641, Lots 1, 4, 9, 51, 52 and 56; Block 668, Lot 5; Block 669, Lots 13, 16, and 36; Block 670, Lots 4, 8, 20, 27, 30, and 47; and Block 671, Lot 1, 8, 12, 20 and 23), in M1-4/R7-3*, M1-4/R7X*, M1-4/R9* and M1-5/R9-1* Districts, within a Special Mixed Use District (MX-24). *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,61a64ca8-fab0-ec11-983f-001dd804db0f,2021Q0106 - ZS - QN CB1,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter, for the grant of a special permit pursuant to Section 74-744(c) of the Zoning Resolution, and subject to the provisions of paragraphs (a)(1), (a)(2) or (a)(3) of Section 74-743 (Special provisions for bulk modification), to modify the signage regulations of Section 32-60 (Sign Regulations) and Section 123-40 (Sign Regulations), in connection with a proposed mixed-use development, within a Large-Scale General Development generally bounded by 35th Avenue, Steinway Street, a line 100 feet southwesterly of 35th Avenue, a line midway between Steinway Street and 41st Street, 35th Avenue, a line 90 feet southeasterly of 42nd Street, a line 100 feet southwesterly of 35th Avenue, 43rd Street, Northern Boulevard, 42nd Street, a line 295 feet southwesterly of 35th Avenue, a line midway between 41st Street and 42nd Street, 36th Avenue, 41st Street, a line 150 feet northeasterly of 36th Avenue, a line midway between Steinway Street and 41st Street, a line 288 feet northeasterly of 36th Avenue, Steinway Street, a line 175 feet northeasterly of 36th Avenue, 38th Street, 36th Avenue, and 37th Street (Block 641, Lots 1, 4, 9, 51, 52 and 56; Block 668, Lot 5; Block 669, Lots 13, 16, and 36; Block 670, Lots 4, 8, 20, 27, 30, and 47; and Block 671, Lot 1, 8, 12, 20 and 23), in M1-4/R7-3*, M1-4/R7X*, M1-4/R9* and M1-5/R9-1* Districts, within a Special Mixed Use District (MX-24), Borough of Queens, Community District 1. *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0106,Innovation QNS Rezoning and LSGD,2022,474,d1a64ca8-fab0-ec11-983f-001dd804db0f,2021Q0106 - ZS - QN CB1,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Kaufman Astoria Bedrock I LLC and Silverstein Astoria Member LLC pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-745(b)** of the Zoning Resolution to allow a reduction of loading berth requirements of Sections 44-52 (Required Accessory Off-Street Loading Berths) and 123-70 (Parking and Loading), within a Large-Scale General Development generally bounded by 35th Avenue, Steinway Street, a line 100 feet southwesterly of 35th Avenue, a line midway between Steinway Street and 41st Street, 35th Avenue, a line 90 feet southeasterly of 42nd Street, a line 100 feet southwesterly of 35th Avenue, 43rd Street, Northern Boulevard, 42nd Street, a line 295 feet southwesterly of 35th Avenue, a line midway between 41st Street and 42nd Street, 36th Avenue, 41st Street, a line 150 feet northeasterly of 36th Avenue, a line midway between Steinway Street and 41st Street, a line 288 feet northeasterly of 36th Avenue, Steinway Street, a line 175 feet northeasterly of 36th Avenue, 38th Street, 36th Avenue, and 37th Street (Block 641, Lots 1, 4, 9, 51, 52 and 56; Block 668, Lot 5; Block 669, Lots 13, 16, and 36; Block 670, Lots 4, 8, 20, 27, 30, and 47; and Block 671, Lot 1, 8, 12, 20 and 23), in M1-4/R7-3*, M1-4/R7X*, M1-4/R9* and M1-5/R9-1* Districts, within a Special Mixed Use District (MX-24), Borough of Queens, Community 1. *Note: This site is proposed to be rezoned by changing existing C4-2A and M1-1Districts to M1-4/R7-3, M1-4/R7X, M1-4/R9 and M1-5/R9-1 Districts, under a concurrent related application for a Zoning Map change (C 220364 ZMQ). ** Note: Section 74-745(b) is proposed to be changed under a concurrent related application for a Zoning Text Change (N 220367 ZRQ). Plans for this proposal are on file with the City Planning Commission and may be seen on the Zoning Application Portal at https://zap.planning.nyc.gov/projects/2021Q0106, or the Department of City Planning, 120 Broadway, 31st Floor, New York, NY, 10271-0001.","https://zap-api-production.herokuapp.com/projects/2021Q0106?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0106
2021Q0306,25-46 Far Rockaway Blvd Rezoning,2022,475,64037e9b-045c-eb11-a811-001dd8309d89,2021Q0306 - ZM - QN BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Queens Realty Holdings of NY LTD pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 31a, by changing an existing R4-1 District to an R6B District property bounded by Ocean Crest Boulevard, a line 115 feet northeasterly of Hartman Lane, Beach Channel Drive, a line 80 feet northeasterly of Hartman Lane, Far Rockaway Boulevard, and Hartman Lane, Borough of Queens, Community District 14, as shown on a diagram (for illustrative purposes only) dated November 7, 2022, and subject to the conditions of CEQR Declaration E-676.","https://zap-api-production.herokuapp.com/projects/2021Q0306?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0306
2021Q0306,25-46 Far Rockaway Blvd Rezoning,2022,475,d08df191-045c-eb11-a811-001dd8309530,2021Q0306 - ZM - QN CB14,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Queens Realty Holdings of NY LTD pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 31a, by changing an existing R4-1 District to an R6B District property bounded by Ocean Crest Boulevard, a line 115 feet northeasterly of Hartman Lane, Beach Channel Drive, a line 80 feet northeasterly of Hartman Lane, Far Rockaway Boulevard, and Hartman Lane, Borough of Queens, Community District 14, as shown on a diagram (for illustrative purposes only) dated November 7, 2022, and subject to the conditions of CEQR Declaration E-676.","https://zap-api-production.herokuapp.com/projects/2021Q0306?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0306
2021Q0426,Halletts North City Map Change,2022,476,4a993050-255c-ec11-8f8e-001dd8050089,2021Q0426 - MM - QN BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Astoria Owners LLC pursuant to Sections 197-c and 199 of the New York City Charter for an amendment to the City Map involving: 1) the elimination of 3rd Street within the area bounded by 8th Street, 26th Avenue, 2nd Street and the U.S. Pierhead and Bulkhead line; 2) the adjustment of grades and block dimensions necessitated thereby; including authorization for any acquisition or disposition of real property related thereto, in accordance with Map No. 5037, dated March 14, 2022 and signed by the Borough President.","https://zap-api-production.herokuapp.com/projects/2021Q0426?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0426
2021Q0426,Halletts North City Map Change,2022,476,27d45947-255c-ec11-8f8e-001dd80509a3,2021Q0426 - MM - QN CB1,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by Astoria Owners LLC pursuant to Sections 197-c and 199 of the New York City Charter for an amendment to the City Map involving: 1) the elimination of 3rd Street within the area bounded by 8th Street, 26th Avenue, 2nd Street and the U.S. Pierhead and Bulkhead line; 2) the adjustment of grades and block dimensions necessitated thereby; including authorization for any acquisition or disposition of real property related thereto, in accordance with Map No. 5037, dated March 14, 2022 and signed by the Borough President.","https://zap-api-production.herokuapp.com/projects/2021Q0426?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021Q0426
P2017Q0146,35-01 Vernon Boulevard Rezoning,2022,477,89937033-67f5-eb11-bacb-001dd804936c,P2017Q0146 - ZM - QN BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Agayev Holding LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 9a: 1. changing from an R5 District to an M1-4/R7A District property bounded by Vernon Boulevard, 35th Avenue, 9th Street, and a line 175 feet southwesterly of 35th Avenue; and 2. establishing a Special Mixed Use District (MX-23) bounded by Vernon Boulevard, 35th Avenue, 9th Street, and a line 175 feet southwesterly of 35th Avenue; Borough of Queens, Community District 1, as shown on a diagram (for illustrative purposes only) dated January 3, 2022 and subject to the conditions of CEQR Declaration E-645.","https://zap-api-production.herokuapp.com/projects/P2017Q0146?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2017Q0146
P2017Q0146,35-01 Vernon Boulevard Rezoning,2022,477,0488da2b-67f5-eb11-bacb-001dd80499c8,P2017Q0146 - ZM - QN CB1,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by Agayev Holding LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 9a: 1. changing from an R5 District to an M1-4/R7A District property bounded by Vernon Boulevard, 35th Avenue, 9th Street, and a line 175 feet southwesterly of 35th Avenue; and 2. establishing a Special Mixed Use District (MX-23) bounded by Vernon Boulevard, 35th Avenue, 9th Street, and a line 175 feet southwesterly of 35th Avenue; Borough of Queens, Community District 1, as shown on a diagram (for illustrative purposes only) dated January 3, 2022 and subject to the conditions of CEQR Declaration E-645.","https://zap-api-production.herokuapp.com/projects/P2017Q0146?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2017Q0146
2021X0108,1460-1480 Sheridan Boulevard Rezoning,2023,478,a9e29b72-81d9-ed11-a7c7-001dd806a358,2021X0108_ZM_BX BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Simone Companies pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 3d: 1. changing from an M1-1 District to an R7-3 District property bounded by the northwesterly centerline prolongation of East 172nd Street, the U.S Pierhead and Bulkhead Line, the westerly boundary line of the New York New Haven & Hartford Railroad right-of-way, a line 300 feet northerly of Westchester Avenue and its westerly prolongation, and Sheridan Expressway; and 2. establishing within the proposed R7-3 District a C2-4 District bounded by the northwesterly centerline prolongation of East 172nd Street, the U.S Pierhead and Bulkhead Line, the westerly boundary line of the New York New Haven & Hartford Railroad right-of-way, a line 300 feet northerly of Westchester Avenue and its westerly prolongation, and Sheridan Expressway; as shown on a diagram (for illustrative purposes only) dated April 10, 2023, and subject to the conditions of CEQR Declaration E-714.","https://zap-api-production.herokuapp.com/projects/2021X0108?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021X0108
2021X0108,1460-1480 Sheridan Boulevard Rezoning,2023,478,b78e696f-81d9-ed11-a7c7-001dd806ac02,2021X0108_ZM_BX CB9,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by Simone Companies pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 3d: 1. changing from an M1-1 District to an R7-3 District property bounded by the northwesterly centerline prolongation of East 172nd Street, the U.S Pierhead and Bulkhead Line, the westerly boundary line of the New York New Haven & Hartford Railroad right-of-way, a line 300 feet northerly of Westchester Avenue and its westerly prolongation, and Sheridan Expressway; and 2. establishing within the proposed R7-3 District a C2-4 District bounded by the northwesterly centerline prolongation of East 172nd Street, the U.S Pierhead and Bulkhead Line, the westerly boundary line of the New York New Haven & Hartford Railroad right-of-way, a line 300 feet northerly of Westchester Avenue and its westerly prolongation, and Sheridan Expressway; as shown on a diagram (for illustrative purposes only) dated April 10, 2023, and subject to the conditions of CEQR Declaration E-714.","https://zap-api-production.herokuapp.com/projects/2021X0108?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2021X0108
