project_id,project_name,cert_year,stratum,council_outcome,queue_rank,source_type,source_container_id,source_container_title,document_title,document_family,source_priority,document_url,api_url,action_code,ulurp_number,application_prefix,a_application_flag,m_report_candidate_flag,ceqr_number,document_created_at,fetch_status,fetch_http_status,fetch_error
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,9df73127-e40c-ec11-94ef-001dd830537d,2019Q0127_Filed LU Package_1,15 - 2021_11_16_MIH_Area_Map_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KIVYSBPQR5JONEJXDOAQRJ32UIC,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-03T22:08:57Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,8a9af0f0-3959-ec11-8f8e-001dd8050673,2019Q0127_Filed LU Package_3,16 - 2021_11_16_Tax_Map_Key_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KNZ6EBNS22JLBGYOQEV3JGWL3VO,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T22:18:25Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16 - 2021_11_16_Tax_Map_Key_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KO6XX6PARYSIZG3AQB3GOCPX6H6,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:50:42Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,9df73127-e40c-ec11-94ef-001dd830537d,2019Q0127_Filed LU Package_1,16 - 2021_11_16_Tax_Map_Key_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KNAEYXHUXGEFVA27TG3QGDA4Q35,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-03T22:09:01Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,8a9af0f0-3959-ec11-8f8e-001dd8050673,2019Q0127_Filed LU Package_3,16a - 2021_12_03_Tax_Map_1_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KK7EEPAOFD6FNAYCBT3RXZG5KJH,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T22:18:28Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16a - 2021_12_03_Tax_Map_1_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KLXSCL5FL7WQBDLAE7ARRN63I6I,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:50:44Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,9df73127-e40c-ec11-94ef-001dd830537d,2019Q0127_Filed LU Package_1,16a - 2021_12_03_Tax_Map_1_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KNIUJLJVRGJVZHKSXUYN3XRYJQM,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-03T22:09:23Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,8a9af0f0-3959-ec11-8f8e-001dd8050673,2019Q0127_Filed LU Package_3,16b - 2021_12_03_Tax_Map_2_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KPKLDX5FMQRGJDZ7A5UC4KK563I,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T22:18:30Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16b - 2021_12_03_Tax_Map_2_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KIQVIQRS7HD2ZCY5QTAVPFDFK3P,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:50:46Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,9df73127-e40c-ec11-94ef-001dd830537d,2019Q0127_Filed LU Package_1,16b - 2021_12_03_Tax_Map_2_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KLZKB4ZF3NWJ5DIRRPFZMQQTCBB,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-03T22:09:47Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,8a9af0f0-3959-ec11-8f8e-001dd8050673,2019Q0127_Filed LU Package_3,16c - 2021_12_03_Tax_Map_3_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KPXNESL5SDSONFZY4QG6IN247LO,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T22:18:34Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16c - 2021_12_03_Tax_Map_3_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KIC5W3PFFGXXNBY2XQVNAXNX663,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:50:49Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,9df73127-e40c-ec11-94ef-001dd830537d,2019Q0127_Filed LU Package_1,16c - 2021_12_03_Tax_Map_3_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KKUUCBIPF5VNNHJZJ62WYU2AZE6,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-03T22:10:01Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,8a9af0f0-3959-ec11-8f8e-001dd8050673,2019Q0127_Filed LU Package_3,16d - 2021_12_03_Tax_Map_4_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KPZ6TDYIQSKWJHKELHQ6G6NJIVN,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T22:18:37Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16d - 2021_12_03_Tax_Map_4_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KN3PDY4LOYHOZCYF6PGWBFXSPJ5,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:50:51Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,9df73127-e40c-ec11-94ef-001dd830537d,2019Q0127_Filed LU Package_1,16d - 2021_12_03_Tax_Map_4_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KJ3SPCUIYQZAZBI7DWS24XBGRF4,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-03T22:10:30Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,8a9af0f0-3959-ec11-8f8e-001dd8050673,2019Q0127_Filed LU Package_3,16e - 2021_12_03_Tax_Map_5_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KJXSA4YWL5UIVHI4JF3VZ7PCJIJ,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T22:18:40Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16e - 2021_12_03_Tax_Map_5_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KP37UDGAMXIXRB2CQBPVN6LUIK6,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:50:54Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,9df73127-e40c-ec11-94ef-001dd830537d,2019Q0127_Filed LU Package_1,16e - 2021_12_03_Tax_Map_5_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KKN2FH3IFMGYZALL2ECQJFSO3NF,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-03T22:10:52Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,8a9af0f0-3959-ec11-8f8e-001dd8050673,2019Q0127_Filed LU Package_3,16f - 2021_12_03_Tax_Map_6_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KLBEFC2VSO7IRFZKLCK3QAMTUUY,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T22:18:43Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16f - 2021_12_03_Tax_Map_6_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KN6JBYNI6X6YVHL65OUBKRW6WRX,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:50:56Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,9df73127-e40c-ec11-94ef-001dd830537d,2019Q0127_Filed LU Package_1,16f - 2021_12_03_Tax_Map_6_Edgemere.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KNCJEOETHQDPRFI4552U6BXO5LB,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-03T22:11:05Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16g - 2021_12_02_Non-UDAAP_Disposition_Tax_Map_1.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KMNYAWKAJISZVBZ6JVL6XFDVCRJ,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:51:02Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16h - 2021_12_02_Non-UDAAP_Disposition_Tax_Map_2.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KI3JU5L2PTVJJDK43O3OOKKH2BM,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:51:03Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16i - 2021_12_03_Non-UDAAP_Disposition_Tax_Map_3.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KKOBDOMRK66KJA336JWXADUKVZF,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:51:06Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16j - 2021_12_03_Non-UDAAP_Disposition_Tax_Map_4.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KMJHWCQKLVRQFE22WHHKZF2UWCL,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:51:09Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16k - 2021_12_02_Non-UDAAP_Disposition_Tax_Map_5.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KIOV6R34JYJTNC2LIY2NC3PTNYQ,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:51:12Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,16l - 2021_12_02_Non-UDAAP_Disposition_Tax_Map_6.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KOEYC3CJHHC6BF2HFHMD2ISDJCX,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:51:15Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,8a9af0f0-3959-ec11-8f8e-001dd8050673,2019Q0127_Filed LU Package_3,17 - Edgemere 2nd Amended URP_FINAL.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KKLV67E7HY5UFC3YUIZP4ZAOKWF,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T22:18:46Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,17 - Edgemere 2nd Amended URP_FINAL.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KKNGOP3SWNGJJEKUUDPPCR7AMX4,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-09T17:51:17Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,8a9af0f0-3959-ec11-8f8e-001dd8050673,2019Q0127_Filed LU Package_3,LandUse.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KOW5AERQT5QCNA3BAA2P7VI634D,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-10T04:02:43Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,f79cb3d5-8957-ec11-8f8e-001dd805075c,2019Q0127_Filed LU Package_2,LandUse.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KJMHWKRBTUDFRHZ7QX5HQ4DLWEQ,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2022-01-29T04:08:34Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_package_document,9df73127-e40c-ec11-94ef-001dd830537d,2019Q0127_Filed LU Package_1,LandUse.pdf,land_use_application,5,https://zap-api-production.herokuapp.com/document/package/01QY2C5KKLELFT6FNQNBDKDPFKM6PMM2UA,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-04T04:02:08Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,44c6c933-d1c7-ec11-983e-001dd804fb24,2019Q0127 - FEIS_21HPD009Q - 1,21HPD009Q_FEIS_04292022.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLD53OKKDMYGFE3IVFBVFFH2OSG,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2022-04-29T15:30:01Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,7e861a3f-cbc7-ec11-983e-001dd804fb24,2019Q0127 - FEIS_Notice of Completion - 1,21HPD009Q_FEIS_Notice_of_Completion_04292022.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLEOSKMGIHO65EJRCLAPFZKK46J,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2022-04-29T15:29:04Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,docket_description,9624034d-e35c-ec11-8f8e-001dd8050806,2019Q0127 - HA - QN BP,ZAP disposition docket description,docket_description,7,https://zap.planning.nyc.gov/projects/2019Q0127,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",0942073e-2a54-eb11-a812-001dd83074d6,,,False,False,21HPD009Q,2022-03-17T21:26:28.000Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,project_page,2019Q0127,ZAP project page,ZAP project page,project_page,8,https://zap.planning.nyc.gov/projects/2019Q0127,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,ceqr_access,21HPD009Q,CEQR Access,21HPD009Q,ceqr_access,9,https://a002-ceqraccess.nyc.gov/ceqr/,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,cpc_report,7ba02514-2a54-eb11-a812-001dd83074d6,Disposition of Non,220235PPQ CPC report,cpc_report,10,https://zap-api-production.herokuapp.com/document/projectaction/sites/nycdcppfs/dcp_projectaction/PP%20-%20Disposition%20of%20Non-Residential%20City-Owned%20Property%20_7BA025142A54EB11A812001DD83074D6/220235.pdf,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",PP,220235PPQ,,False,False,21HPD009Q,,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,cpc_report,c0d1ee5b-2a54-eb11-a812-001dd83074d6,Urban Renewal Plan and Amendments,220237HUQ CPC report,cpc_report,10,https://zap-api-production.herokuapp.com/document/projectaction/sites/nycdcppfs/dcp_projectaction/HU%20-%20Urban%20Renewal%20Plan%20and%20Amendments%20_C0D1EE5B2A54EB11A812001DD83074D6/220237.pdf,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",HU,220237HUQ,,False,False,21HPD009Q,,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,cpc_report_nycgov_fallback,7ba02514-2a54-eb11-a812-001dd83074d6,Disposition of Non,220235PPQ CPC report nyc.gov fallback,cpc_report,10,https://www.nyc.gov/assets/planning/download/pdf/about/cpc/220235.pdf,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",PP,220235PPQ,,False,False,21HPD009Q,,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,cpc_report_nycgov_fallback,c0d1ee5b-2a54-eb11-a812-001dd83074d6,Urban Renewal Plan and Amendments,220237HUQ CPC report nyc.gov fallback,cpc_report,10,https://www.nyc.gov/assets/planning/download/pdf/about/cpc/220237.pdf,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",HU,220237HUQ,,False,False,21HPD009Q,,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,e61c045a-8062-ec11-8f8e-001dd8050ca5,2019Q0127 - Notice of Certification - 1,00 - Sig page - Edgemere ULURP.pdf,notice,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KJQ6KVDR2CCNZG2YASZQIDZZULJ,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-21T17:45:15Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,e61c045a-8062-ec11-8f8e-001dd8050ca5,2019Q0127 - Notice of Certification - 1,002a - Resilient Edgemere Project Area - Tax Lots.pdf,notice,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLIE34WKVXBJJD3A2IB5ACGS4LA,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-21T17:45:15Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,e61c045a-8062-ec11-8f8e-001dd8050ca5,2019Q0127 - Notice of Certification - 1,02 - UDAAP Project Summary - Resilient Edgemere Community Initiative.pdf,notice,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KPV6NVXFKALORH2PYENXEX47CWS,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-21T17:45:15Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,e61c045a-8062-ec11-8f8e-001dd8050ca5,2019Q0127 - Notice of Certification - 1,06 - 2021_11_16_UDAAP_Tax_Map_All_Edgemere.pdf,map,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KL4JS7OYVBYSNGZ332JJETNPFLG,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-21T17:45:15Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,e61c045a-8062-ec11-8f8e-001dd8050ca5,2019Q0127 - Notice of Certification - 1,07 - 2021-11-19_LUApp_SitePhotographs.pdf,notice,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KO4HVJZDPKP75GZVHT3J54J6JD4,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-21T17:45:15Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,e61c045a-8062-ec11-8f8e-001dd8050ca5,2019Q0127 - Notice of Certification - 1,08 - 2021_12_03_UDAAP_Area_Map_Edgemere.pdf,map,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KKGHLU5BOJHG5CI7CX5VTKKPCPN,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-21T17:45:15Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,e61c045a-8062-ec11-8f8e-001dd8050ca5,2019Q0127 - Notice of Certification - 1,08a - Resilient Edgemere Illustrative UDAAP Diagrams.pdf,notice,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KMJ4ZPIDY2D4FDZVESXAGK7ZNOH,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2021-12-21T17:45:15Z,success,200,
2019Q0127,Resilient Edgemere Community Initiative,2021,C,approve_w_mods,431,public_artifact_document,d0927320-c7ae-ec11-983e-001dd804df7d,2019Q0127 - CPC Presentation - 1,08a) Resilient Edgemere Post Hearing Presentation_04112022.pdf,other_public_document,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLPJRB6VUIKIBCKH455IOVBSCAN,"https://zap-api-production.herokuapp.com/projects/2019Q0127?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,21HPD009Q,2022-04-11T14:58:44Z,success,200,
